concept,value,display_value,formatted_value,context_ref,unit_ref,decimals,scaling_factor,level,parent_concept,order,period_type,period_start,period_end,dimensions,sign,scale,format,is_nil,fact_id
ifrs-full_Equity,2930,2930000000,"2,930,000,000",c-12,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,49,instant,,2024-02-24,,,,,,fact-582
ifrs-full_Equity,1167 1,1167 1,1167 1,c-13,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,49,instant,,2024-02-24,,,,,,fact-583
ifrs-full_Equity,6,6000000,"6,000,000",c-14,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,49,instant,,2024-02-24,,,,,,fact-584
ifrs-full_Equity,116 65,116 65,116 65,c-8,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,49,instant,,2024-02-24,,,,,,fact-585
ifrs-full_NoncurrentInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,934,934000000,"934,000,000",c-7,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,5,instant,,2025-02-22,,,,,,fact-167
ifrs-full_NoncurrentInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,154 6,154 6,154 6,c-8,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,5,instant,,2024-02-24,,,,,,fact-168
ifrs-full_NoncurrentReceivables,15 8,15 8,15 8,c-7,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,6,instant,,2025-02-22,,,,,,fact-169
ifrs-full_NoncurrentReceivables,36,36000000,"36,000,000",c-8,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,6,instant,,2024-02-24,,,,,,fact-170
ifrs-full_ReinsuranceContractsHeldThatAreAssets,124,124000000,"124,000,000",c-7,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,7,instant,,2025-02-22,,,,,,fact-171
ifrs-full_ReinsuranceContractsHeldThatAreAssets,125,125000000,"125,000,000",c-8,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,7,instant,,2024-02-24,,,,,,fact-172
ifrs-full_NoncurrentDerivativeFinancialAssets,663,663000000,"663,000,000",c-7,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,8,instant,,2025-02-22,,,,,,fact-173
ifrs-full_NoncurrentDerivativeFinancialAssets,781,781000000,"781,000,000",c-8,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,8,instant,,2024-02-24,,,,,,fact-174
ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,56,56000000,"56,000,000",c-7,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,9,instant,,2025-02-22,,,,,,fact-175
ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,22,22000000,"22,000,000",c-8,u-1,-6,1000000,1,ifrs-full_StatementOfFinancialPositionAbstract,9,instant,,2024-02-24,,,,,,fact-176
